site,year,month_year,date,patch,plot,subplot,PIUV_less5cmDBH_total,PIUV_less130cm_total,PIUV_5to130_total,PIUV_less5cm,PIUV_greatequal5cm,PIUV_5to30cm,PIUV_31to130cm,PIUV_great130cm,soil_to40cm,soil2,nst_height_m,nst_dist_m,nst_dir,stpres_5m,stmh_5m,cnt_stmh_5m,stpres_10m,stmh_10m,cnt_stmh_10m,stpres_20m,stmh_20m,cnt_stmh_20m,light_cond,par_time,par0.3,par1.3,dwt1,dwt2,dwt3,dwt_eqgreat0,pool_pres,pool,bare_ground,litter,wood,trunk,Dicran,Sphagnum,om,cush_spp,sub_dom,NMDS_axis1,NMDS_axis2,NMDS_axis3,OS_less30cm,OS_31to130,OS_great130cm,OS_total,Plot_PIUVcnt,logpar0.3_resid,logpar1.3_resid,logparratio_resid,subNMDS_a1,subNMDS_a2,subNMDS_a3,us_emshr,us_shrubs,us_trees
LC,2017,17-Mar,3/7/2017,Burned Forest,S03,S0301,5,5,5,0,5,5,0,0,Decaying SPMA,Moss,NA,NA,NA,0,none,none,1,3 to 5,1 to 2,1,3 to 5,1 to 2,OC,14:38:00,136,171.21,8,13,10,0,0,0,0,20,0,1,0,100,1,0,Sphagnum,-0.9611,0.0491,,7,1,0,8,1,-0.005067654,-0.055248776,-0.035317355,-0.9226,0.0297,NA,52.5,7.0,1
LC,2017,17-Mar,3/7/2017,Burned Forest,S03,S0302,5,5,4,1,4,4,0,0,Decaying SPMA,Moss,NA,NA,NA,0,none,none,1,3 to 5,1 to 2,1,3 to 5,1 to 2,OC,14:39:00,122,177.59,9,14,6,0,0,0,0,25,1,1,1,90,1,0,Sphagnum,-0.9486,0.0815,,8,5,0,13,1,-0.052246731,-0.039359396,0.027751103,-0.8619,0.119,NA,58.5,7.0,5
LC,2017,17-Mar,3/7/2017,Burned Forest,S03,S0303,5,5,4,1,4,4,0,0,Decaying SPMA,Moss,NA,NA,NA,1,3 to 5,1 to 2,1,3 to 5,1 to 2,1,3 to 5,1 to 2,OC,14:41:00,124.83,207.37,3,8,6,0,1,10,0,10,10,1,1,85,1,0,Sphagnum,-0.8082,0.1971,,2,3,0,5,1,-0.042287591,0.027968024,0.085119384,-0.8065,0.1657,NA,67.5,26.5,0.5
LC,2017,17-Mar,3/7/2017,Burned Forest,S03,S0304,1,1,1,0,1,1,0,0,Decaying SPMA,Moss,NA,NA,NA,1,3 to 5,1 to 2,1,3 to 5,1 to 2,1,3 to 5,1 to 2,OC,14:43:00,164.35,220.5,17,14,28,0,0,0,0,15,0,0,0,100,1,0,Sphagnum,-0.9594,0.0677,,0,5,0,5,1,0.077163146,0.05463069,-0.007668688,-0.9482,0.0065,NA,58.5,7.0,1
LC,2017,17-Mar,3/8/2017,Burned Forest,S04,S0401,1,1,1,0,1,0,1,0,Decaying SPMA,Moss,NA,NA,NA,1,1 to 2,1 to 2,1,3 to 5,1 to 2,1,3 to 5,3 to 5,"OC, PS",15:58:00,176.14,193.51,14,24,37,0,0,0,0,20,0,1,0,100,0,0,Sphagnum,-0.8132,0.125,,6,3,0,9,0,0.094067886,0.051115737,-0.040599132,-0.9551,0.0425,NA,72.0,11.0,10.5
LC,2017,17-Mar,3/8/2017,Burned Forest,S04,S0402,0,0,0,0,0,0,0,0,Decaying SPMA,Moss,NA,NA,NA,1,1 to 2,1 to 2,1,1 to 2,1 to 2,1,3 to 5,3 to 5,"OC, PS",16:02:00,121.68,177.4,25,25,24,0,0,0,0,10,0,0,0,100,0,0,Sphagnum,-0.805,-0.0749,,0,0,0,0,0,-0.066570905,0.01336594,0.082289861,-0.9739,-0.0515,NA,27.5,6.0,0.5
LC,2017,17-Mar,3/8/2017,Burned Forest,S04,S0403,0,0,0,0,0,0,0,0,Decaying SPMA,Moss,NA,NA,NA,1,1 to 2,1 to 2,1,1 to 2,3 to 5,1,3 to 5,1 to 2,"OC, PS",16:22:00,133.38,156.53,15,18,14,0,0,0,0,1,0,0,0,100,0,0,Sphagnum,-0.8812,-0.1591,,1,1,0,2,0,-0.026699392,-0.04099009,-0.011937681,-1.0389,-0.1535,NA,13.5,1.5,1
LC,2017,17-Mar,3/8/2017,Burned Forest,S04,S0404,0,0,0,0,0,0,0,0,Decaying SPMA,Moss,NA,NA,NA,1,1 to 2,1 to 2,0,none,none,1,3 to 5,1 to 2,"OC, PS",16:23:00,135.86,157.65,18,21,24,0,0,0,0,1,0,0,0,100,0,0,Sphagnum,-0.9543,-0.1937,,1,0,0,1,0,-0.018698495,-0.037893701,-0.016842188,-1.039,-0.1535,NA,19.5,1.5,0
LC,2018,18-Mar,3/16/2018,Burned Forest,S05,S0501,2,2,1,1,1,0,1,0,SPMA,Moss,1,1.5,W,1,1 to 2,1 to 2,1,3 to 5,1 to 2,1,3 to 5,3 to 5,OC,11:21:00,135.46,153.96,15,11,24,0,0,0,1,10,1,1,1,100,1,1,Sphagnum,-0.8122,0.0324,,3,0,0,3,2,-0.085864884,-0.062811124,0.01057824,-0.8322,-0.0637,NA,49.0,11.5,1
LC,2018,18-Mar,3/16/2018,Burned Forest,S05,S0502,5,5,5,0,5,0,5,0,Peat,Peat,1,2,SW,1,1 to 2,1 to 2,1,3 to 5,1 to 2,1,3 to 5,3 to 5,OC,12:41:00,314.82,334.52,9,15,15,0,0,0,1,1,1,1,1,100,1,1,Sphagnum,-0.7567,-0.1135,,0,0,0,0,2,0.117048816,0.101026075,-0.018658817,-0.9169,-0.1667,NA,23.0,11.0,0
LC,2018,18-Mar,3/16/2018,Burned Forest,S05,S0503,9,9,9,0,9,0,9,0,SPMA,Moss,1.5,2,NW,1,1 to 2,1 to 2,1,3 to 5,1 to 2,1,3 to 5,1 to 2,OC,12:39:00,249.11,296.2,26,5,13,0,1,15,1,5,1,1,1,85,15,1,Sphagnum,-0.7035,-0.0353,,0,0,0,0,2,0.015377663,0.048189042,0.030175302,-0.5795,0.0539,NA,28.0,10.5,0
LC,2018,18-Mar,3/16/2018,Burned Forest,S05,S0504,9,7,7,0,9,0,7,2,SPMA,Moss,1.5,2,SW,1,1 to 2,1 to 2,1,3 to 5,1 to 2,1,3 to 5,3 to 5,OC,12:43:00,224.54,223.36,22,22,19,0,0,0,1,1,1,1,1,100,1,1,Sphagnum,-0.7382,-0.1004,,2,0,0,2,2,-0.02971978,-0.074390612,-0.047306908,-0.9169,-0.1667,NA,18.0,16.0,0.5
LC,2018,18-Mar,3/16/2018,Burned Forest,S06,S0601,1,1,1,0,1,0,1,0,SPMA,Moss,1,2.5,SW,1,1 to 2,1 to 2,1,1 to 2,1 to 2,1,3 to 5,1 to 2,OC,17:19:00,236.06,244,10,0,4,1,1,35,1,1,1,1,1,100,1,1,Sphagnum,-0.8243,-0.1811,,5,2,0,7,1,0.098520022,0.083696087,-0.021790547,-0.9178,-0.2903,NA,23.0,5.5,1
LC,2018,18-Mar,3/16/2018,Burned Forest,S06,S0602,0,0,0,0,0,0,0,0,SPMA,Moss,2.5,3,NE,1,3 to 5,1 to 2,1,1 to 2,1 to 2,1,3 to 5,1 to 2,OC,17:17:00,218.54,241.59,6,1,7,0,0,0,1,5,1,1,1,100,1,1,Sphagnum,-0.793,-0.0488,,1,0,0,1,1,0.065028558,0.079385214,0.007390044,-0.8488,-0.123,NA,32.5,11.0,0.5
LC,2018,18-Mar,3/16/2018,Burned Forest,S06,S0603,0,0,0,0,0,0,0,0,SPMA,Moss,3,1,E,1,3 to 5,1 to 2,1,1 to 2,1 to 2,1,3 to 5,1 to 2,OC,17:13:00,145.68,182.01,8,17,15,0,1,15,1,20,1,1,1,80,20,1,Sphagnum,-0.8275,0.0881,,3,2,0,5,1,-0.111102448,-0.04359849,0.060537346,-0.5573,0.2171,NA,37.0,6.0,0.5
LC,2018,18-Mar,3/16/2018,Burned Forest,S06,S0604,0,0,0,0,0,0,0,0,SPMA,Moss,1.5,0.5,E,1,1 to 2,1 to 2,1,3 to 5,1 to 2,1,3 to 5,1 to 2,OC,17:15:00,178.41,161.01,20,8,0,1,1,10,1,1,1,1,1,100,1,1,Sphagnum,-0.831,-0.1861,,0,1,0,1,1,-0.023083188,-0.096840889,-0.080724314,-0.8944,-0.1958,NA,17.5,5.5,0.5
LC,2018,18-Mar,3/18/2018,Burned Forest,S07,S0701,0,0,0,0,0,0,0,0,Decaying SPMA,Moss,1,5,SW,1,1 to 2,1 to 2,1,3 to 5,1 to 2,1,3 to 5,1 to 2,OC,15:37:00,269.73,275.56,13,11,23,0,0,0,1,1,1,1,1,100,1,1,Sphagnum,-0.9111,-0.2118,,0,0,0,0,0,0.01852655,0.000118829,-0.025471904,-0.9169,-0.1667,NA,12.5,1.5,0
LC,2018,18-Mar,3/18/2018,Burned Forest,S07,S0702,0,0,0,0,0,0,0,0,Decaying SPMA,Moss,1,4,NW,1,1 to 2,1 to 2,1,3 to 5,1 to 2,1,3 to 5,1 to 2,OC,15:39:00,316.32,329.23,22,20,17,0,0,0,1,5,1,1,1,100,1,1,Sphagnum,-0.9515,-0.1735,,0,0,0,0,0,0.087723949,0.077402055,-0.017386078,-0.8488,-0.123,NA,22.0,11.0,0
LC,2018,18-Mar,3/18/2018,Burned Forest,S07,S0703,0,0,0,0,0,0,0,0,Decaying SPMA,Moss,1,2,W,1,1 to 2,1 to 2,1,1 to 2,1 to 2,1,3 to 5,1 to 2,OC,16:25:00,220.63,250.97,20,19,21,0,0,0,1,15,1,1,1,100,1,1,Sphagnum,-0.7753,-0.1741,,1,0,1,2,0,-0.068738138,-0.040475536,0.021198418,-0.8405,-0.0121,NA,23.0,6.5,15.5
LC,2018,18-Mar,3/18/2018,Burned Forest,S07,S0704,2,2,1,1,1,1,0,0,Decaying SPMA,Moss,1,2.5,W,1,1 to 2,1 to 2,1,1 to 2,1 to 2,1,3 to 5,1 to 2,OC,16:27:00,256.77,269.2,16,21,13,0,0,0,1,10,1,1,1,100,1,1,Sphagnum,-0.9795,-0.2963,,6,0,0,6,0,-0.002858422,-0.010022292,-0.014228054,-0.8322,-0.0637,NA,32.5,6.5,1.5
LC,2018,18-Mar,3/18/2018,Burned Forest,S08,S0801,0,0,0,0,0,0,0,0,Decaying SPMA,Moss,1,4,SW,1,1 to 2,3 to 5,1,3 to 5,1 to 2,1,3 to 5,1 to 2,"OC, PS",12:47:00,291.24,297.33,23,18,11,0,0,0,1,5,1,1,1,100,1,1,Sphagnum,-0.9576,-0.1294,,3,0,0,3,0,0.058675015,0.04851545,-0.020232806,-0.8488,-0.123,NA,23.0,1.5,0.5
LC,2018,18-Mar,3/18/2018,Burned Forest,S08,S0802,2,2,2,0,2,2,0,0,SPMA,Moss,1,5,SW,1,1 to 2,1 to 2,1,3 to 5,1 to 2,1,3 to 5,1 to 2,"OC, PS",12:49:00,273.23,288.93,15,19,13,0,0,0,1,10,1,1,1,100,1,1,Sphagnum,-0.9575,-0.0496,,0,0,0,0,0,0.030952374,0.036069356,-0.004956259,-0.8322,-0.0637,NA,28.5,1.5,0.5
LC,2018,18-Mar,3/18/2018,Burned Forest,S08,S0803,3,3,2,0,3,2,0,0,Decaying SPMA,Moss,1,5,SW,1,1 to 2,1 to 2,1,3 to 5,1 to 2,1,3 to 5,1 to 2,"OC, PS",13:39:00,208.58,218.09,20,14,27,0,0,0,1,20,1,1,1,100,1,1,Sphagnum,-0.9663,-0.0091,,0,0,0,0,0,-0.101996247,-0.104216224,-0.009857425,-0.8532,0.0247,NA,38.0,1.5,0.5
LC,2018,18-Mar,3/18/2018,Burned Forest,S08,S0804,0,0,0,0,0,0,0,0,Decaying SPMA,Moss,1,7,SW,0,none,none,1,3 to 5,1 to 2,1,3 to 5,1 to 2,"OC, PS",13:41:00,280.53,295.46,8,6,17,0,0,0,1,20,1,1,1,100,1,1,Sphagnum,-0.9174,-0.0797,,1,0,0,1,0,0.026710402,0.027646717,-0.006701133,-0.8532,0.0247,NA,19.0,2.5,1
LC,2018,18-Mar,3/19/2018,Burned Forest,S09,S0901,3,3,2,1,2,2,0,0,Decaying SPMA,Moss,1.5,0.5,SW,1,1 to 2,3 to 5,1,1 to 2,1 to 2,1,3 to 5,1 to 2,PS,11:16:00,170.83,191.44,15,2,7,0,0,0,1,10,1,1,1,100,1,1,Sphagnum,-0.9624,-0.1999,,5,0,0,5,0,-0.070049197,-0.055837693,0.003911645,-0.8322,-0.0637,NA,16.5,1.5,1
LC,2018,18-Mar,3/19/2018,Burned Forest,S09,S0902,15,15,11,4,11,11,0,0,Decaying SPMA,Moss,1.5,3,SW,1,1 to 2,3 to 5,1,1 to 2,1 to 2,1,3 to 5,1 to 2,PS,11:18:00,224.51,211.42,45,30,36,0,0,0,1,30,1,1,1,100,1,1,Sphagnum,-0.9688,-0.0529,,19,0,0,19,0,0.048622352,-0.01272431,-0.071646521,-0.8702,0.0618,NA,26.5,1.0,1.5
LC,2018,18-Mar,3/19/2018,Burned Forest,S09,S0903,5,5,4,1,4,4,0,0,Decaying SPMA,Moss,1.5,5,S,1,1 to 2,3 to 5,1,3 to 5,1 to 2,1,3 to 5,3 to 5,PS,12:56:00,283.18,350.61,40,17,45,0,0,0,1,25,1,1,1,100,5,1,Sphagnum,-0.8189,0.0214,,8,4,0,12,0,-0.013888303,0.033776934,0.047204821,-0.7754,0.0488,NA,41.0,11.0,5
LC,2018,18-Mar,3/19/2018,Burned Forest,S09,S0904,1,1,1,0,1,0,1,0,Decaying SPMA,Moss,2.5,4,N,1,3 to 5,1 to 2,1,3 to 5,1 to 2,1,3 to 5,1 to 2,PS,12:55:00,326.84,359.8,31,42,32,0,0,0,1,35,1,1,1,100,1,1,Sphagnum-litter,-0.9947,-0.0488,,2,0,0,2,0,0.048384321,0.045013794,-0.003830943,-0.8938,0.0799,NA,36.5,11.0,0.5
